Wine Type,Category,Table1.id,Table1.name,Table1.volume,Table1.ABV,Table1.location,Table1.country,Table1.producer,Table1.style,Table1.price,Table1.sugar,Table1.sweetness,Table1.total_alcohol_ml,Table1.value,Table1.type,Table1.class,Table1.rating,Table1.rating_norm,Table1.value_norm,Table1.score_norm,Table1.score
Sparkling - Dry,Sparkling Wine,4967,Gloria Ferrer Blanc de Blancs,750,12.5,California,USA,Freixenet Sonoma Caves,Medium-bodied & Flavourful,34.95,13,D - Dry,93.75,2.682403433,Sparkling - Dry,wine,,,-0.686635457,,
Sauvignon Blanc,White Wine,5598,Henri Bourgeois Les Baronnes Sancerre,750,12.5,Loire,France,Henri Bourgeois,Aromatic & Flavourful,34.95,2,XD - Extra Dry,93.75,2.682403433,Sauvignon Blanc,wine,4,-0.553844918,-0.686635457,0.380289558,10.72961373
Cabernet Sauvignon,White Wine,9970,Lakeview Cabernet Sauvignon,750,12.5,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,Medium-bodied & Fruity,34.95,4,D - Dry,93.75,2.682403433,Cabernet Sauvignon,wine,,,-0.686635457,,
Sparkling,Sparkling Wine,10228,Gloria Ferrer Sonoma Brut Sparkling,750,12.5,California,USA,Freixenet Sonoma Caves,Medium-bodied & Flavourful,34.95,12,D - Dry,93.75,2.682403433,Sparkling,wine,,,-0.686635457,,
Sauvignon Blanc,White Wine,10343,Pascal Jolivet Sancerre,750,12.5,Loire,France,Pascal Jolivet,Aromatic & Flavourful,34.95,2,XD - Extra Dry,93.75,2.682403433,Sauvignon Blanc,wine,,,-0.686635457,,
Sparkling - Dry,Sparkling Wine,10421,Featherstone Joy Premium Cuve Sparkling,750,12.5,Ontario,Canada,Featherstone Estate Winery,Medium-bodied & Flavourful,34.95,9,XD - Extra Dry,93.75,2.682403433,Sparkling - Dry,wine,5,0.734543234,-0.686635457,-0.504363429,13.41201717
Sparkling,Sparkling Wine,10703,Chteau des Charmes Blanc de Blancs Sparkling,750,12.5,Ontario,Canada,Chateau Des Charmes,Medium-bodied & Flavourful,34.95,6,XD - Extra Dry,93.75,2.682403433,Sparkling,wine,,,-0.686635457,,
Cabernet Sauvignon,White Wine,14129,Long Meadow Ranch Farmstead Napa Valley Cabernet Sauvignon,750,13.5,California,USA,Lmr Wine Estates Llc,Full-bodied & Firm,37.75,2,XD - Extra Dry,101.25,2.682119205,Cabernet Sauvignon,wine,5,0.734543234,-0.686732216,-0.504434503,13.41059603
Syrah Blend,Red Wine,7205,Domaine Melody Crozes Hermitage Etoile Noire,750,14,"Rh<f4>ne, France","Rh<f4>ne, France",Sas Melody,,39.15,,,105,2.681992337,Syrah Blend,wine,,,-0.686775406,,
Pinot Noir,Red Wine,10882,Stanners Vineyard Pinot Noir VQA,750,12.5,Ontario,Canada,Stanners Vineyard,Medium-bodied & Fruity,35,2,,93.75,2.678571429,Pinot Noir,wine,,,-0.687939981,,
Chardonnay Blend,White Wine,12589,Queenston Mile Mile High Sparkling,750,12.5,Ontario,Canada,2601636 Ontario Inc Queenston Mile,Light & Fruity,35,14,D - Dry,93.75,2.678571429,Chardonnay Blend,wine,,,-0.687939981,,
Nerello Mascalese Blend,Other / Mixed Type,7089,Guardoilvento Etna Rosso,750,13.5,Italy,Italy,Pietro Caciorgna,,37.85,,,101.25,2.675033025,Nerello Mascalese Blend,wine,,,-0.689144556,,
Tinta Roriz Blend,Other / Mixed Type,7483,Quinta da Foz Reserva,750,14,Douro,Portugal,Vinango - Investimentos E Part,,39.3,,,105,2.671755725,Tinta Roriz Blend,wine,,,-0.690260243,,
Pinot Noir,Red Wine,7760,Gloria Ferrer Blanc De Noirs,750,12.2,California,USA,Freixenet Sonoma Caves Inc.,,34.25,,,91.5,2.671532847,Pinot Noir,wine,,,-0.690336117,,
Clairette Blend,Other / Mixed Type,7451,Eclat(s) De Tara Blanc,750,12,Provence,France,Scea Domaine De Tara,,33.7,,,90,2.670623145,Clairette Blend,wine,,,-0.690645806,,
Sparkling,Sparkling Wine,9164,Domaine Simonis Cremant d'Alsace Biodynamic,750,12,Alsace,France,Sarl Etienne Simonis,,33.7,,,90,2.670623145,Sparkling,wine,,,-0.690645806,,
Zinfandel/Petite Sirah,Red Wine,10040,Earthquake Zinfandel,750,16,California,USA,Michael David Winery,Full-bodied & Smooth,44.95,5,XD - Extra Dry,120,2.669632925,Zinfandel/Petite Sirah,wine,4.8,0.476865604,-0.690982905,-0.32950598,12.81423804
Tempranillo,Red Wine,12130,Martin Berdugo Reseva Red,750,14,Spain,Spain,Bodega Y Vinedos Martin Berdug,,39.35,,,105,2.668360864,Tempranillo,wine,,,-0.691415951,,
Bordeaux Red,Red Wine,9632,Marquis de Mons,750,13.5,Bordeaux,France,Duclot,Medium-bodied & Fruity,37.95,2,XD - Extra Dry,101.25,2.66798419,Bordeaux Red,wine,,,-0.691544182,,
Tempranillo Blend,Red Wine,14792,Via Real Gran Reserva,750,13.5,Rioja,Spain,CVNE,Medium-bodied & Fruity,37.95,2,XD - Extra Dry,101.25,2.66798419,Tempranillo Blend,wine,,,-0.691544182,,
Red - Medium Bodied,Red Wine,6835,Aphros SILENUS Vinhao Red Vinho Verde DOC,750,12.5,Vinho Verde,Portugal,"Aphros Wine, Lda",,35.15,,,93.75,2.667140825,Red - Medium Bodied,wine,,,-0.691831288,,
Grenache Blend,Red Wine,14845,Domaine Saint Prefert Cotes du Rhone Beatus Ille,750,15,"Rh<f4>ne, France","Rh<f4>ne, France",Domaine Saint-Prefert,,42.2,,,112.5,2.665876777,Grenache Blend,wine,,,-0.692261606,,
Riesling,White Wine,12830,Clemens Busch Vom Grauen Schiefer Riesling,750,11,Mosel,Germany,Weinexport Rita Busch,Aromatic & Flavourful,30.95,7,D - Dry,82.5,2.665589661,Riesling,wine,,,-0.692359348,,
White - Light Dry,White Wine,14674,Donnafugata Sul Vulcano Etna Bianco,750,12.5,Sicily,Italy,Tenuta Di Donnafugata Srl Soci,,35.2,,,93.75,2.663352273,White - Light Dry,wine,,,-0.69312102,,
Red Blend,Red Wine,7790,Quintessence de Peybonhomme Blaye Cotes de Bordeaux,750,13.5,Bordeaux,France,Peybonhomme Sarl,,38.05,,,101.25,2.660972405,Red Blend,wine,,,-0.693931195,,
Syrah Blend,Red Wine,11604,Gabriel Meffre Laurus Gigondas,750,14.5,"Rh<f4>ne, France","Rh<f4>ne, France",Gabriel Meffre,Full-bodied & Smooth,40.95,4,XD - Extra Dry,108.75,2.655677656,Syrah Blend,wine,,,-0.69573368,,
Red Blend,Red Wine,7165,Domaine Pinte Poulsard Pinte Bien,750,13,Jura,France,Societe Viticole Du Domaine De La P,,36.75,,,97.5,2.653061224,Red Blend,wine,,,-0.696624388,,
Chardonnay,White Wine,11074,Chardonnay La Valletta Piemonte DOC,750,14.5,Piedmont,Italy,Azienda Agricola Dante Rivetti,,41,,,108.75,2.652439024,Chardonnay,wine,,,-0.696836203,,
Sauvignon Blanc,White Wine,11348,Sattlerhof Gamlitz Sauvignon Blanc,750,12.5,Styria,Austria,Weingut Sattlerhof Gmbh,,35.35,,,93.75,2.652050919,Sauvignon Blanc,wine,,,-0.696968325,,
Pinot Grigio,White Wine,6573,Dreissigacker Organic Grauburgunder,750,12,Rheinhessen,Germany,Wineconsale Gmbh,,33.95,,,90,2.65095729,Pinot Grigio,wine,,,-0.697340628,,
Chardonnay,White Wine,13306,Le Macon-Villages de Vicky,750,12.5,France,France,Miss Vicky Wines,,35.4,,,93.75,2.648305085,Chardonnay,wine,,,-0.698243515,,
Chardonnay,White Wine,11378,Stags' Leap Winery Chardonnay,750,14.1,California,USA,Treasury Wine Estates,Full-bodied & Rich,39.95,2,XD - Extra Dry,105.75,2.647058824,Chardonnay,wine,,,-0.698667778,,
Chardonnay,White Wine,15157,Fess Parker Parker West Vineyard Santa Rita Hills Chardonnay,750,14.1,California,USA,Fess Parker Winery,Full-bodied & Rich,39.95,2,XD - Extra Dry,105.75,2.647058824,Chardonnay,wine,,,-0.698667778,,
Pinot Noir,Red Wine,10166,Closson Chase Closson Chase Vineyard Pinot Noir,750,12.7,Ontario,Canada,Closson Chase Vineyards Inc.,Medium-bodied & Fruity,36,2,XD - Extra Dry,95.25,2.645833333,Pinot Noir,wine,,,-0.69908497,,
Sauvignon Blanc,White Wine,10448,The Paring Sauvignon Blanc,750,14.3,California,USA,Cool Hand Vineyards Llc,,40.55,,,107.25,2.644882861,Sauvignon Blanc,wine,,,-0.699408538,,
Syrah Blend,Red Wine,7054,Yann Chave Crozes-Hermitage Rouge Tradition,750,14,"Rh<f4>ne, France","Rh<f4>ne, France",Sas Yann Chave,,39.7,,,105,2.644836272,Syrah Blend,wine,,,-0.699424398,,
Sauvignon Blanc,White Wine,7742,Mauritson Sauvignon Blanc Dry Creek Valley,750,14.1,USA,USA,Mauritson Wines,,40,,,105.75,2.64375,Sauvignon Blanc,wine,,,-0.699794197,,
Sparkling,Sparkling Wine,8941,La Rovesciata Prosecco,750,11,Veneto,Italy,Azienda Agricola Corte De Pieri,,31.25,,,82.5,2.64,Sparkling,wine,,,-0.701070804,,
Chardonnay,White Wine,6386,Steorra Ptillant Naturel Sparkling Chardonnay,750,12.3,California,USA,Joe Wagner,Medium-bodied & Flavourful,34.95,6,XD - Extra Dry,92.25,2.639484979,Chardonnay,wine,,,-0.701246132,,
Blend - Meritage,Other / Mixed Type,9945,Chteau Maucamps,750,13,France,France,Ambrosia Sarl,Full-bodied & Smooth,36.95,2,,97.5,2.638700947,Blend - Meritage,wine,,,-0.701513039,,
Pinot Noir,Red Wine,12198,Nuiton-Beaunoy Beaune,750,13,Burgundy,France,Union Des Vignerons Associes Des Mo,Medium-bodied & Fruity,36.95,2,XD - Extra Dry,97.5,2.638700947,Pinot Noir,wine,5,0.734543234,-0.701513039,-0.515291657,13.19350474
Pinot Noir,Red Wine,11538,Willamette Valley Vineyards Estate Pinot Noir,750,13.7,Oregon,USA,Willamette Valley Vineyards,Medium-bodied & Fruity,38.95,2,XD - Extra Dry,102.75,2.637997433,Pinot Noir,wine,,,-0.701752536,,
Cabernet Sauvignon Blend,White Wine,14593,The Calling Cabernet Sauvignon,750,14.5,California,USA,Deutsch Nantz Alliance,Full-bodied & Smooth,41.25,3,XD - Extra Dry,108.75,2.636363636,Cabernet Sauvignon Blend,wine,,,-0.702308727,,
Riesling,White Wine,13843,Domaines Schlumberger Saering Riesling,750,13,Alsace,France,Domaine Schlumberger,Aromatic & Flavourful,37,2,D - Dry,97.5,2.635135135,Riesling,wine,,,-0.702726944,,
Pinot Noir,Red Wine,15215,Chanson Pre & Fils Savigny-les-Beaune,750,13,Burgundy,France,Chanson Pere & Fils,Medium-bodied & Fruity,37,2,XD - Extra Dry,97.5,2.635135135,Pinot Noir,wine,,,-0.702726944,,
Carignan/Grenache/Syrah,Red Wine,8936,Chateau Sainte Eulalie Grand Vin,750,14,Languedoc,France,Sas Chateau Sainte Eulalie,,39.85,,,105,2.634880803,Carignan/Grenache/Syrah,wine,,,-0.702813526,,
Sauvignon Blanc,White Wine,9550,Kim Crawford Illuminate Sauvignon Blanc,750,7,Marlborough,New Zealand,Constellation Brands Inc. (New Zeal,Light & Crisp,19.95,9,,52.5,2.631578947,Sauvignon Blanc,wine,4,-0.553844918,-0.703937573,0.389872247,10.52631579
Fruit Wine,Fruit/Flavoured Wine,10470,Southbrook Canadian Framboise,375,14,Ontario,Canada,Southbrook Vineyards,Sweet,19.95,111,S - Sweet,52.5,2.631578947,Fruit Wine,wine,5,0.734543234,-0.703937573,-0.517072582,13.15789474
White Blend,White Wine,8184,La Coste Les Pentes Douces Blanc,750,13.5,Provence,France,La Coste Distribution,,38.5,,,101.25,2.62987013,White Blend,wine,,,-0.704519303,,
Riesling,White Wine,5808,Henry of Pelham Speck Family Reserve Riesling,750,9.8,Ontario,Canada,Henry Of Pelham Family Est. Winery,Aromatic & Flavourful,27.95,15,D - Dry,73.5,2.629695886,Riesling,wine,,,-0.704578621,,
Tempranillo Blend,Red Wine,7708,CVNE Imperial Reserva,750,14,Rioja,Spain,Compa<f1><ed>a Vin<ed>cola del Norte de Espa<f1>a,Full-bodied & Firm,39.95,2,XD - Extra Dry,105,2.628285357,Tempranillo Blend,wine,,,-0.705058806,,
Chardonnay,White Wine,8201,Villa Maria Res Barrique Chardonnay,750,14,New Zealand,New Zealand,Villa Maria Estate Limited,,39.95,,,105,2.628285357,Chardonnay,wine,,,-0.705058806,,
Merlot/Cabernet Sauvignon,White Wine,8734,Chteau Fontis,750,14,Bordeaux,France,Yvon Mau Et Fils,Full-bodied & Firm,39.95,4,XD - Extra Dry,105,2.628285357,Merlot/Cabernet Sauvignon,wine,,,-0.705058806,,
Red Blend,Red Wine,9049,Macanita Reserva Red,750,14,Douro,Portugal,"Macanita Vinhos, Lda",,39.95,,,105,2.628285357,Red Blend,wine,,,-0.705058806,,
Malbec,Red Wine,10790,Zuccardi Concreto Malbec,750,14,Mendoza,Argentina,La Agricola,Full-bodied & Smooth,39.95,2,XD - Extra Dry,105,2.628285357,Malbec,wine,5,0.734543234,-0.705058806,-0.517896176,13.14142679
Cabernet/Merlot,Red Wine,11261,Henry of Pelham Speck Family Reserve Cabernet/Merlot,750,14,Ontario,Canada,Henry Of Pelham Family Est. Winery,Full-bodied & Smooth,39.95,3,XD - Extra Dry,105,2.628285357,Cabernet/Merlot,wine,,,-0.705058806,,
Pinot Noir,Red Wine,11509,Calera Pinot Noir,750,14,California,USA,Duckhorn Portfolio,Medium-bodied & Fruity,39.95,2,XD - Extra Dry,105,2.628285357,Pinot Noir,wine,,,-0.705058806,,
Grenache/Syrah,Red Wine,12206,Louis Bernard Gigondas,750,14,"Rh<f4>ne, France","Rh<f4>ne, France",Louis Bernard,Full-bodied & Smooth,39.95,2,XD - Extra Dry,105,2.628285357,Grenache/Syrah,wine,,,-0.705058806,,
Cabernet Sauvignon Blend,White Wine,12872,Trinity Hill The Gimblett,750,14,Hawke's Bay,New Zealand,Trinity Hill Winery,Full-bodied & Firm,39.95,4,XD - Extra Dry,105,2.628285357,Cabernet Sauvignon Blend,wine,,,-0.705058806,,
Cabernet Sauvignon,White Wine,14193,Legit Cabernet Sauvignon,750,14,Tuscany,Italy,Tolaini,Full-bodied & Firm,39.95,3,XD - Extra Dry,105,2.628285357,Cabernet Sauvignon,wine,5,0.734543234,-0.705058806,-0.517896176,13.14142679
Pinot Noir,Red Wine,15346,Muddy Water Pinot Noir,750,14,Waipara,New Zealand,Thomas Family/Greystone,Medium-bodied & Fruity,39.95,2,XD - Extra Dry,105,2.628285357,Pinot Noir,wine,,,-0.705058806,,
Shiraz Blend,Other / Mixed Type,10151,The Chocolate Block,1500,14,Swartland,South Africa,Boekenhoutskloof,Medium-bodied & Fruity,79.95,2,XD - Extra Dry,210,2.626641651,Shiraz Blend,wine,,,-0.70561837,,
Sparkling,Sparkling Wine,8351,Aphros Phaunus PetNat Ros,750,11.5,Vinho Verde,Portugal,"Aphros Wine, Lda",,32.85,,,86.25,2.625570776,Sparkling,wine,,,-0.705982927,,
Pinot Noir,Red Wine,10732,Rockburn Pinot Noir,750,14,Central Otago,New Zealand,Rockburn Wines Limited,Medium-bodied & Fruity,40,2,XD - Extra Dry,105,2.625,Pinot Noir,wine,,,-0.706177236,,
Sauvignon Blanc,White Wine,10800,Twomey Sauvignon Blanc,750,14,California,USA,Silver Oak Cellars,Aromatic & Flavourful,40,2,XD - Extra Dry,105,2.625,Sauvignon Blanc,wine,,,-0.706177236,,
Tempranillo Blend,Red Wine,10850,Contino Gran Reserva,750,14,Rioja,Spain,Compania Vinicola Norte De Espana,Full-bodied & Smooth,40,2,XD - Extra Dry,105,2.625,Tempranillo Blend,wine,,,-0.706177236,,
Shiraz/Syrah,Red Wine,11211,Feudo Maccari Mahris Syrah,750,14,Sicily,Italy,Tenuta Sette Ponti,,40,4,XD - Extra Dry,105,2.625,Shiraz/Syrah,wine,,,-0.706177236,,
Marsanne Blend,Other / Mixed Type,14463,Terre Rouge Enigma,750,14,California,USA,Domaine De La Terre Rouge,,40,2,XD - Extra Dry,105,2.625,Marsanne Blend,wine,,,-0.706177236,,
Red Blend,Red Wine,12240,Kamara Nimbus Russus Red,750,13,Macedonia,Greece,Kamara Winery S.A,,37.15,,,97.5,2.624495289,Red Blend,wine,,,-0.706349054,,
Pinot Gris,White Wine,6324,Villa Maria Single Vineyard Seddon Pinot Gris,750,14,New Zealand,New Zealand,Villa Maria Estate Limited,,40.05,,,105,2.621722846,Pinot Gris,wine,,,-0.707292873,,
Pinot Gris,White Wine,7152,Villa Maria Reserve Pinot Gris,750,14,Marlborough,New Zealand,Villa Maria Estate Limited,,40.05,,,105,2.621722846,Pinot Gris,wine,,,-0.707292873,,
Grenache Blend,Red Wine,14298,Garage Wine Co. Bagual Vineyard Lot #76 Carignan/Garnacha/Matar,750,13.6,Maule Valley,Chile,Vitinicola Two Winters Spa,Medium-bodied & Fruity,38.95,2,XD - Extra Dry,102,2.618741977,Grenache Blend,wine,,,-0.708307646,,
Pinot Meunier,Other / Mixed Type,8805,Derringstone Pinot Meunier,750,12.5,England,United Kingdom,Simpsons Wine Estate Ltd,,35.8,,,93.75,2.618715084,Pinot Meunier,wine,,,-0.708316802,,
Pinot Gris,White Wine,6169,Valli Gibbston Vineyard Pinot Gris,750,14,New Zealand,New Zealand,Valli Vineyards Limited,,40.1,,,105,2.618453865,Pinot Gris,wine,,,-0.708405728,,
Sparkling,Sparkling Wine,11688,Benjamin Bridge Mthode Classique Brut Sparkling,750,11.5,Nova Scotia,Canada,Benjamin Bridge Vineyards,Medium-bodied & Flavourful,32.95,6,XD - Extra Dry,86.25,2.617602428,Sparkling,wine,,,-0.708695582,,
Tempranillo,Red Wine,9021,CM Prestigio Rioja DOC,750,14,Rioja,Spain,Bodega Matarromera Sl,,40.15,,,105,2.615193026,Tempranillo,wine,,,-0.709515811,,
Chardonnay,White Wine,8230,Touraize Chardonnay Arces,750,13,Jura,France,Domaine De La Touraize,,37.3,,,97.5,2.613941019,Chardonnay,wine,,,-0.709942031,,
Cabernet Sauvignon,White Wine,4898,Decoy Cabernet Sauvignon,750,13.9,California,USA,Duckhorn Wine Company,Full-bodied & Firm,39.95,4,XD - Extra Dry,104.25,2.60951189,Cabernet Sauvignon,wine,4.7,0.348026789,-0.711449833,-0.247603601,12.26470588
Shiraz/Syrah,Red Wine,11666,Casa Marin Syrah Litoral Vineyard,750,12,Chile,Chile,Vina Casa Marin Ltda.,,34.5,,,90,2.608695652,Shiraz/Syrah,wine,,,-0.711727704,,
Pinot Noir,Red Wine,7137,Le Clos des Grives A Gorge Rousse,750,12.5,Jura,France,Scev Le Clos Des Grives,,35.95,,,93.75,2.607788595,Pinot Noir,wine,,,-0.712036493,,
Chardonnay,White Wine,8286,Saumaize Michelin Macon Vergisson,750,13,Burgundy,France,Diva,,37.4,,,97.5,2.606951872,Chardonnay,wine,4,-0.553844918,-0.712321337,0.394515552,10.42780749
Grenache Blend,Red Wine,13128,Ampeleia Kepos,750,13,Italy,Italy,Societa Agricola Ampeleia S.R.,,37.4,,,97.5,2.606951872,Grenache Blend,wine,,,-0.712321337,,
Riesling,White Wine,13708,Schloss Johannisberg Gelblack Riesling Trocken,750,12.5,Rheingau,Germany,Henkell & Sohnlein Sektkellereien,Aromatic & Flavourful,36,9,D - Dry,93.75,2.604166667,Riesling,wine,,,-0.713269501,,
Chardonnay,White Wine,14725,Domaine Hamelin Vau Ligneau Chablis 1er Cru,750,12.5,Burgundy,France,S.C. Hamelin,,36,2,XD - Extra Dry,93.75,2.604166667,Chardonnay,wine,,,-0.713269501,,
White Blend,White Wine,8162,Tinhof Leithaberg Neuberger,750,13,Austria,Austria,Erwin Tinhof,,37.5,,,97.5,2.6,White Blend,wine,,,-0.714687954,,
Cabernet Sauvignon Blend,White Wine,6990,Chteau La Garricq,750,13.5,Bordeaux,France,Cvbg,Medium-bodied & Fruity,38.95,2,XD - Extra Dry,101.25,2.599486521,Cabernet Sauvignon Blend,wine,,,-0.714862757,,
Riesling,White Wine,14427,Pegasus Bay Riesling,750,13.5,Waipara,New Zealand,Empson Can Inc.,Aromatic & Flavourful,39,30,M - Medium,101.25,2.596153846,Riesling,wine,,,-0.715997295,,
Pinot Noir Blend,Red Wine,13575,Domaine Simonis Pinot Noir 'Courbes',750,14,Alsace,France,Sarl Etienne Simonis,,40.45,,,105,2.595797281,Pinot Noir Blend,wine,,,-0.71611868,,
Tempranillo,Red Wine,8765,Luberri Monje Amestoy Reserva Rioja,750,13.5,Rioja,Spain,Familia Monje Amestoy S.L.,,39.05,,,101.25,2.592829706,Tempranillo,wine,,,-0.717128928,,
Tempranillo,Red Wine,14049,Hermanos Prez Pascuas El Pedrosal Reserva,750,14.5,Ribera del Duero,Spain,Bodegas Hermanos Perez Pascuas S.L.,Medium-bodied & Fruity,41.95,3,XD - Extra Dry,108.75,2.592371871,Tempranillo,wine,,,-0.717284788,,
White Blend,White Wine,8868,Wieninger Gemis Satz Bisamberg,750,13,Austria,Austria,Weingut Wieninger,,37.65,,,97.5,2.589641434,White Blend,wine,,,-0.718214308,,
Chardonnay,White Wine,6890,Lo Sparviere Brut Cuvee,750,12.5,Italy,Italy,Castello Di Radda S.S. Soc. Ag,,36.25,,,93.75,2.586206897,Chardonnay,wine,,,-0.719383523,,
Red Blend,Red Wine,11914,Domaine Chante-Perdrix Chteauneuf-du-Pape,750,15.5,"Rh<f4>ne, France","Rh<f4>ne, France",Domaine Chante Perdrix,Full-bodied & Smooth,44.95,5,D - Dry,116.25,2.586206897,Red Blend,wine,,,-0.719383523,,
Cabernet Sauvignon Blend,White Wine,14098,Michael David Earthquake Cabernet Sauvignon,750,15.5,California,USA,Michael David Vineyards,Full-bodied & Firm,44.95,5,XD - Extra Dry,116.25,2.586206897,Cabernet Sauvignon Blend,wine,,,-0.719383523,,
Grenache Blend,Red Wine,4991,Roger Sabon Les Olivets Chteauneuf-du-Pape,750,16,"Rh<f4>ne, France","Rh<f4>ne, France",Scea Domaine Roger Sabon,,46.45,,,120,2.583423036,Grenache Blend,wine,,,-0.720331229,,
Merlot Blend,Red Wine,11731,Follow the Hand Italia Ommio,750,15,Italy,Italy,Follow The Hand Italia Srls,,43.55,,,112.5,2.583237658,Merlot Blend,wine,,,-0.720394337,,
Cabernet Franc,Red Wine,10674,Stratus Cabernet Franc VQA,750,13.5,Ontario,Canada,Stratus Vineyards,Medium-bodied & Fruity,39.2,8,D - Dry,101.25,2.582908163,Cabernet Franc,wine,5,0.734543234,-0.720506507,-0.52924318,12.91454082
Chardonnay Blend,White Wine,11383,Stratus White VQA,750,13.5,Ontario,Canada,Stratus Vineyards,Aromatic & Flavourful,39.2,4,,101.25,2.582908163,Chardonnay Blend,wine,,,-0.720506507,,
Sauvignon Blanc,White Wine,6484,Rebholz Sauvignon Blanc Trocken,750,12,Pfalz,Germany,Weingut Okonomierat Rebholz Kg,,34.85,,,90,2.582496413,Sauvignon Blanc,wine,,,-0.720646678,,
Cabernet Sauvignon Blend,White Wine,14287,Vanderpump Cabernet Sauvignon,750,14.2,California,USA,Palm Bay International,Full-bodied & Smooth,41.25,2,XD - Extra Dry,106.5,2.581818182,Cabernet Sauvignon Blend,wine,,,-0.720877568,,
Blend,Other / Mixed Type,12804,Channing Daughters Rosso Fresco,750,12,New York,USA,Channing Daughters Winery Llc,,34.9,,,90,2.578796562,Blend,wine,5,0.734543234,-0.721906214,-0.530271325,12.89398281
Sparkling - Dry,Sparkling Wine,10535,Megalomaniac Bubblehead Sparkling Ros,750,12,Ontario,Canada,John Howard Cellars Of Distinction,Medium-bodied & Flavourful,34.95,9,D - Dry,90,2.575107296,Sparkling - Dry,wine,,,-0.723162146,,
Pinot Noir,Red Wine,12115,Cloudsley Cellars Twenty Mile Bench Pinot Noir,750,12,Ontario,Canada,Cloudsley Cellars,Medium-bodied & Fruity,34.95,2,XD - Extra Dry,90,2.575107296,Pinot Noir,wine,,,-0.723162146,,
Sparkling,Sparkling Wine,13129,Gloria Ferrer Blanc de Noirs,750,12,California,USA,Freixenet Sonoma Caves,Medium-bodied & Flavourful,34.95,13,D - Dry,90,2.575107296,Sparkling,wine,,,-0.723162146,,
Pinot Noir,Red Wine,13158,Huff Reserve Pinot Noir,750,12,Ontario,Canada,Huff Estates Inc.,Medium-bodied & Fruity,34.95,2,XD - Extra Dry,90,2.575107296,Pinot Noir,wine,,,-0.723162146,,
Sparkling,Sparkling Wine,11856,Ridgeview Cavendish Brut,750,12.6,England,United Kingdom,Ridgeview Wine Estate,,36.75,10,D - Dry,94.5,2.571428571,Sparkling,wine,,,-0.72441449,,
Sangiovese Blend,Red Wine,8791,Grumarello Carmignano Riserva DOCG,750,13.5,Italy,Italy,Tenuta Di Artimino Soc. Agr. Srl,,39.4,,,101.25,2.569796954,Sangiovese Blend,wine,,,-0.724969939,,
Chardonnay,White Wine,11101,Denis Race Montmains 1er Cru Chablis,750,13,Burgundy,France,Confrerie Des Domaines,Light & Crisp,37.95,3,XD - Extra Dry,97.5,2.56916996,Chardonnay,wine,,,-0.725183386,,
Chardonnay,White Wine,12714,Louis Latour Marsannay Blanc,750,13,Burgundy,France,Maison Louis Latour,Full-bodied & Rich,37.95,2,XD - Extra Dry,97.5,2.56916996,Chardonnay,wine,3,-1.84223307,-0.725183386,1.335956815,7.70750988
Malbec,Red Wine,12084,Trapiche Finca Coletto Terroir Series Malbec,750,15.4,Mendoza,Argentina,Grupo Penaflor Sa,Full-bodied & Firm,45,2,XD - Extra Dry,115.5,2.566666667,Malbec,wine,,,-0.726035579,,
White Blend,White Wine,12133,Mettler Albarino,750,13.5,California,USA,Mettler Family Vineyards,,39.45,,,101.25,2.566539924,White Blend,wine,,,-0.726078726,,
Sparkling,Sparkling Wine,8873,Wieninger Cuvee Katharina Rose Sekt,750,13,Austria,Austria,Weingut Wieninger,,38,,,97.5,2.565789474,Sparkling,wine,,,-0.7263342,,
Grenache Blanc Blend,White Wine,11110,Rotem & Mounir Saouma Inopia Ctes du Rhne-Villages Blanc,750,13,"Rh<f4>ne, France","Rh<f4>ne, France",L.M. Sas,Full-bodied & Rich,38,2,XD - Extra Dry,97.5,2.565789474,Grenache Blanc Blend,wine,,,-0.7263342,,
Riesling,White Wine,12006,Weingut Tesch St. Remigiusberg Riesling,750,13,Nahe,Germany,Wineconsale Gmbh,Aromatic & Flavourful,38,7,D - Dry,97.5,2.565789474,Riesling,wine,,,-0.7263342,,
Moscato,Other / Mixed Type,12436,Maculan Dindarello,375,13,Veneto,Italy,Maculan Srl,,19,126,S - Sweet,48.75,2.565789474,Moscato,wine,,,-0.7263342,,
Chardonnay,White Wine,10516,Cloudy Bay Chardonnay,750,14,Marlborough,New Zealand,Cloudy Bay Vineyards,Full-bodied & Rich,40.95,2,XD - Extra Dry,105,2.564102564,Chardonnay,wine,,,-0.726908473,,
Riesling,White Wine,13711,Smallfry BV Riesling,750,10,South Australia,Australia,W.G Ahrens + S.L Hilder Trading As,,29.25,,,75,2.564102564,Riesling,wine,,,-0.726908473,,
Pinot Noir,Red Wine,11580,Decibel Hawkes Bay Ros,750,13.5,Hawke's Bay,New Zealand,Vitis Divine Limited Operating As D,,39.5,,,101.25,2.563291139,Pinot Noir,wine,,,-0.727184705,,
Zinfandel,Red Wine,6309,Hobo Camp Zinfandel,750,13,California,USA,Kenneth Scott Likitprakong,,38.05,,,97.5,2.562417871,Zinfandel,wine,,,-0.727481991,,
Pinot Noir,Red Wine,8637,Domaine Jacques Tissot Grande Rserve,750,13,France,France,Domaine Jacques Tissot,,38.05,,,97.5,2.562417871,Pinot Noir,wine,,,-0.727481991,,
