Wine Type,Category,Table1.id,Table1.name,Table1.volume,Table1.ABV,Table1.location,Table1.country,Table1.producer,Table1.style,Table1.price,Table1.sugar,Table1.sweetness,Table1.total_alcohol_ml,Table1.value,Table1.type,Table1.class,Table1.rating,Table1.rating_norm,Table1.value_norm,Table1.score_norm,Table1.score
Tempranillo,Red Wine,13892,Covila Rioja Alavesa Crianza,750,14.5,Rioja,Spain,Bodegas Covila S. Coop.,Medium-bodied & Fruity,16.95,4,XD - Extra Dry,108.75,6.415929204,Tempranillo,wine,,,0.584364023,,
Malbec/Cabernet Franc,Red Wine,14004,Artesano de Argento Organic Malbec/Cabernet Franc,750,14.5,Mendoza,Argentina,Bodega Argento,Full-bodied & Smooth,16.95,5,XD - Extra Dry,108.75,6.415929204,Malbec/Cabernet Franc,wine,,,0.584364023,,
Malbec,Red Wine,14173,Huentala Sombrero Malbec,750,14.5,Mendoza,Argentina,K-Bin S.A. Huentala Wines,Full-bodied & Smooth,16.95,2,XD - Extra Dry,108.75,6.415929204,Malbec,wine,5,0.734543234,0.584364023,0.42924064,32.07964602
Cabernet Sauvignon,White Wine,14497,Mt. Monster Cabernet,750,14.5,South Australia,Australia,Morambro Creek,Full-bodied & Smooth,16.95,2,XD - Extra Dry,108.75,6.415929204,Cabernet Sauvignon,wine,5,0.734543234,0.584364023,0.42924064,32.07964602
Shiraz/Syrah,Red Wine,15106,Johnny Q Shiraz,750,14.5,South Australia,Australia,Quarisa Wines,Full-bodied & Smooth,16.95,6,XD - Extra Dry,108.75,6.415929204,Shiraz/Syrah,wine,,,0.584364023,,
Cabernet Sauvignon,White Wine,15325,El Esteco Blend de Extremos Cabernet Sauvignon,750,14.5,Cafayate Valley,Argentina,Grupo Penaflor Sa,Medium-bodied & Fruity,16.95,3,XD - Extra Dry,108.75,6.415929204,Cabernet Sauvignon,wine,,,0.584364023,,
Sparkling White,Sparkling Wine,6778,Bollicini Sparkling Cuvee,1000,11,Tuscany,Italy,Donelli Vini Spa,Medium-bodied & Flavourful,17.15,17,D - Dry,110,6.413994169,Sparkling White,wine,4.5,0.090349158,0.583705282,0.052737281,28.86297376
Merlot/Cabernet Sauvignon/Cabernet Franc,White Wine,12265,Chteau Teyssier,1500,14,Bordeaux,France,Champagne Et Chateaux Export,,32.75,4,XD - Extra Dry,210,6.41221374,Merlot/Cabernet Sauvignon/Cabernet Franc,wine,4.5,0.090349158,0.583099173,0.052682519,28.85496183
Sparkling,Sparkling Wine,4856,Henkell Trocken,1500,11.5,Germany,Germany,Henkell & Sohnlein Sektkellereien,Light & Fruity,26.95,22,M - Medium,172.5,6.400742115,Sparkling,wine,4.8,0.476865604,0.579193902,0.27619765,30.72356215
Blend,Other / Mixed Type,4910,Peller Family Vineyards Cabernet Merlot,200,12,Ontario,Canada,Andrew Peller Limited,Medium-bodied & Fruity,3.75,2,XD - Extra Dry,24,6.4,Blend,wine,2.8,-2.099910701,0.578941265,-1.215724956,17.92
Chardonnay,White Wine,4911,Peller Family Vineyards Chardonnay,200,12,Ontario,Canada,Andrew Peller Limited,Light & Crisp,3.75,6,XD - Extra Dry,24,6.4,Chardonnay,wine,4,-0.553844918,0.578941265,-0.320643677,25.6
Shiraz/Syrah,Red Wine,6603,Plaisir De Merle Petit Plaisir,750,14.5,South Africa,South Africa,Distell (Pty),,17,,,108.75,6.397058824,Shiraz/Syrah,wine,,,0.577940004,,
Cabernet Sauvignon,White Wine,10855,Noble Vines 337 Cabernet Sauvignon,750,14.5,California,USA,Delicato Vineyards,Full-bodied & Firm,17,6,D - Dry,108.75,6.397058824,Cabernet Sauvignon,wine,4.8,0.476865604,0.577940004,0.275599709,30.70588236
Malbec Blend,Red Wine,14613,Finca El Origen Reserva Estate Malbec,750,14.5,Mendoza,Argentina,Bodegas y Vi<f1>edos La Esperanza,Full-bodied & Firm,17,2,XD - Extra Dry,108.75,6.397058824,Malbec Blend,wine,,,0.577940004,,
Sauvignon Blanc,White Wine,7770,Cinco Sentidos Sauvignon Blanc Reserva,750,13.9,Mendoza,Argentina,Finca Algarve S.A.,,16.3,,,104.25,6.395705521,Sauvignon Blanc,wine,,,0.5774793,,
Cabernet Sauvignon,White Wine,8573,Cinco Sentidos Cabernet Sauvignon Reserva,750,13.9,Argentina,Argentina,Finca Algarve S.A.,,16.3,,,104.25,6.395705521,Cabernet Sauvignon,wine,,,0.5774793,,
Sauvignon Blanc,White Wine,5090,Las Mulas Sauvignon Blanc Reserva Organic,750,13,Chile,Chile,Soc. Vinicola Miguel Torres Ltda.,Aromatic & Flavourful,15.25,2,XD - Extra Dry,97.5,6.393442623,Sauvignon Blanc,wine,3.9,-0.682683733,0.576708945,-0.393709815,24.93442623
Sauvignon Blanc,White Wine,10861,Lakeview Cellars Sauvignon Blanc,750,13,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,Aromatic & Flavourful,15.25,5,XD - Extra Dry,97.5,6.393442623,Sauvignon Blanc,wine,,,0.576708945,,
Cabernet Sauvignon,White Wine,4679,Smoking Loon Cabernet Sauvignon,750,13.5,USA,USA,Don Sebastiani & Sons,Full-bodied & Smooth,15.85,5,XD - Extra Dry,101.25,6.388012618,Cabernet Sauvignon,wine,4,-0.553844918,0.574860415,-0.318383519,25.55205047
Sauvignon Blanc,White Wine,5603,Smoking Loon Sauvignon Blanc,750,13.5,California,USA,Don Sebastiani & Sons,Light & Crisp,15.85,5,XD - Extra Dry,101.25,6.388012618,Sauvignon Blanc,wine,,,0.574860415,,
Red Blend,Red Wine,13433,Fartote Red,750,13.5,Douro,Portugal,"Qdm-Vinhos, Lda",,15.85,,,101.25,6.388012618,Red Blend,wine,,,0.574860415,,
Chardonnay,White Wine,13891,Leuci Chardonnay,750,13.5,Italy,Italy,Cantine Leuci Srls,,15.85,4,,101.25,6.388012618,Chardonnay,wine,,,0.574860415,,
Sauvignon Blanc,White Wine,10219,Silver Point Sauvignon Blanc,750,12.5,New Zealand,New Zealand,Cooper's Creek Vineyard Ltd.,Aromatic & Flavourful,14.7,6,XD - Extra Dry,93.75,6.37755102,Sauvignon Blanc,wine,5,0.734543234,0.571298986,0.419643805,31.8877551
White - Full Bodied,White Wine,9423,Global Wines Palestra Moscatel Douro DOC,750,17,Douro,Portugal,"Global Wines, S.A.",,20,,,127.5,6.375,White - Full Bodied,wine,,,0.570430546,,
Touriga Nacional Blend,Red Wine,13886,Meia Encosta Red,375,13,"D<e3>o, Portugal","D<e3>o, Portugal","Sociedade Dos Vinhos Borges, S",,7.65,,,48.75,6.37254902,Touriga Nacional Blend,wine,,,0.569596162,,
Chardonnay,White Wine,4696,Wayne Gretzky Chardonnay VQA,750,12.7,Ontario,Canada,No. 99 Wayne Gretzky Estates,Light & Crisp,14.95,3,XD - Extra Dry,95.25,6.371237458,Chardonnay,wine,5,0.734543234,0.569149669,0.418065038,31.85618729
Riesling,White Wine,5123,Clean Slate Riesling Mosel,750,11,Mosel,Germany,Moselland Eg,Light & Crisp,12.95,21,M - Medium,82.5,6.370656371,Riesling,wine,4,-0.553844918,0.56895185,-0.315111091,25.48262548
Red Blend,Red Wine,5589,"Relax Red Blend, Rheinhessen",750,11,Rheinhessen,Germany,H. Schmitt Soehne,Medium-bodied & Fruity,12.95,22,M - Medium,82.5,6.370656371,Red Blend,wine,,,0.56895185,,
Red Blend,Red Wine,14179,Sauce Columbia Valley Red Blend,750,13.8,Washington,USA,"Atlas Drinks, Llc",Full-bodied & Smooth,16.25,9,D - Dry,103.5,6.369230769,Red Blend,wine,,,0.568466534,,
Cabernet Sauvignon,White Wine,5319,Santa Carolina Reserva Cabernet Sauvignon,375,13.5,Chile,Chile,Vina Santa Carolina,Full-bodied & Smooth,7.95,4,XD - Extra Dry,50.625,6.367924528,Cabernet Sauvignon,wine,4.1,-0.425006103,0.568021852,-0.241412754,26.10849056
Red Blend,Red Wine,9271,Fazio U Munti DOC Sicilia Nero D'Avola,750,13.5,Sicily,Italy,Casa Vinicola Fazio Societa Ag,,15.9,,,101.25,6.367924528,Red Blend,wine,,,0.568021852,,
Chardonnay,White Wine,11484,Greek Art Chardonnay,750,11.5,Greece,Greece,Dionysos Sa,,13.55,,,86.25,6.365313653,Chardonnay,wine,,,0.567133035,,
Malbec,Red Wine,5283,Trapiche Pure Malbec,750,14,Argentina,Argentina,Penaflor/Trapiche,Full-bodied & Smooth,16.5,2,XD - Extra Dry,105,6.363636364,Malbec,wine,3,-1.84223307,0.566562038,-1.043739322,19.09090909
Sparkling,Sparkling Wine,11983,Colio Viva Spumante,750,7,Ontario,Canada,Colio Wines Of Canada Ltd.,Light & Fruity,8.25,54,S - Sweet,52.5,6.363636364,Sparkling,wine,4.5,0.090349158,0.566562038,0.051188403,28.63636364
Cabernet Sauvignon/Shiraz,White Wine,14240,The Formula Robert's Cabernet Sauvignon/Shiraz,750,16.9,South Australia,Australia,Small Gully Wines,Full-bodied & Smooth,19.95,2,XD - Extra Dry,126.75,6.353383459,Cabernet Sauvignon/Shiraz,wine,,,0.563071654,,
Chardonnay,White Wine,8075,Glenelly Glass Collection Unoaked Chardonnay,750,13,South Africa,South Africa,Glenelly Cellars (Pty) Ltd,,15.35,,,97.5,6.351791531,Chardonnay,wine,,,0.562529716,,
Merlot,Red Wine,9257,Radacini Vintage Merlot,750,13,Republic of Moldova,Republic of Moldova,United Stars Corporation,,15.35,,,97.5,6.351791531,Merlot,wine,,,0.562529716,,
Cabernet Sauvignon,White Wine,7312,Peller Family Vineyards Light Cabernet Sauvignon,750,8,Ontario,Canada,Andrew Peller Limited,Medium-bodied & Fruity,9.45,6,D - Dry,60,6.349206349,Cabernet Sauvignon,wine,4,-0.553844918,0.561649646,-0.311066802,25.3968254
Pinot Grigio,White Wine,7313,Peller Family Vineyards Light Pinot Grigio,750,8,Ontario,Canada,Andrew Peller Limited,Light & Crisp,9.45,19,M - Medium,60,6.349206349,Pinot Grigio,wine,2.5,-2.486427146,0.561649646,-1.396500926,15.87301587
Blend,Other / Mixed Type,5056,Cupcake Red Velvet,750,13.5,California,USA,Cupcake Vineyards,Full-bodied & Smooth,15.95,14,D - Dry,101.25,6.347962382,Blend,wine,4.1,-0.425006103,0.561226164,-0.238524545,26.02664577
Malbec,Red Wine,5140,Alamos Malbec,750,13.5,Mendoza,Argentina,Bodegas Esmeralda,Full-bodied & Firm,15.95,3,XD - Extra Dry,101.25,6.347962382,Malbec,wine,4.6,0.219187973,0.561226164,0.123014025,29.20062696
Red Blend,Red Wine,5195,Banfi Centine Rosso Toscana IGT,750,13.5,Tuscany,Italy,Banfi Distribuzione Srl,Medium-bodied & Fruity,15.95,7,D - Dry,101.25,6.347962382,Red Blend,wine,5,0.734543234,0.561226164,0.412244881,31.73981191
Chardonnay,White Wine,5208,Kacaba Unoaked Chardonnay VQA,750,13.5,Ontario,Canada,Kacaba Vineyards,Light & Crisp,15.95,6,XD - Extra Dry,101.25,6.347962382,Chardonnay,wine,4.7,0.348026789,0.561226164,0.195321739,29.8354232
Chardonnay,White Wine,5293,Calmel & Joseph Villa Blanche Chardonnay,750,13.5,Roussillon,France,Calmel + Joseph,Full-bodied & Rich,15.95,5,XD - Extra Dry,101.25,6.347962382,Chardonnay,wine,4.7,0.348026789,0.561226164,0.195321739,29.8354232
Cabernet Sauvignon/Cabernet Franc,White Wine,5381,Fielding Fireside Red VQA,750,13.5,Ontario,Canada,Fielding Estate Winery,Medium-bodied & Fruity,15.95,2,XD - Extra Dry,101.25,6.347962382,Cabernet Sauvignon/Cabernet Franc,wine,4.5,0.090349158,0.561226164,0.050706311,28.56583072
Cabernet/Merlot,Red Wine,5405,Creekside Cabernet Merlot VQA,750,13.5,Ontario,Canada,Creekside Estate Winery,Full-bodied & Smooth,15.95,6,D - Dry,101.25,6.347962382,Cabernet/Merlot,wine,5,0.734543234,0.561226164,0.412244881,31.73981191
Blend,Other / Mixed Type,5415,Casillero del Diablo Reserva Devil's Collection Red,750,13.5,Rapel Valley,Chile,Concha Toro S.A.,Full-bodied & Smooth,15.95,6,D - Dry,101.25,6.347962382,Blend,wine,4.5,0.090349158,0.561226164,0.050706311,28.56583072
Cabernet Sauvignon,White Wine,5593,Three Thieves Cabernet Sauvignon,750,13.5,California,USA,Rebel Wine,Full-bodied & Smooth,15.95,8,D - Dry,101.25,6.347962382,Cabernet Sauvignon,wine,4.3,-0.167328472,0.561226164,-0.093909117,27.29623824
Pinot Grigio,White Wine,5594,Three Thieves Pinot Grigio,750,13.5,California,USA,Rebel Wine,Light & Crisp,15.95,7,D - Dry,101.25,6.347962382,Pinot Grigio,wine,4,-0.553844918,0.561226164,-0.310832259,25.39184953
Cabernet Sauvignon,White Wine,5789,Longshot Cabernet Sauvignon,750,13.5,California,USA,E. & J. Gallo Winery,Full-bodied & Smooth,15.95,5,XD - Extra Dry,101.25,6.347962382,Cabernet Sauvignon,wine,4,-0.553844918,0.561226164,-0.310832259,25.39184953
Chardonnay,White Wine,5901,Three Thieves Chardonnay,750,13.5,California,USA,Rebel Wine,Full-bodied & Rich,15.95,7,D - Dry,101.25,6.347962382,Chardonnay,wine,,,0.561226164,,
Pinot Noir,Red Wine,6831,Longshot Pinot Noir,750,13.5,California,USA,E. & J. Gallo Winery,Medium-bodied & Fruity,15.95,4,XD - Extra Dry,101.25,6.347962382,Pinot Noir,wine,3,-1.84223307,0.561226164,-1.033909399,19.04388715
Blend,Other / Mixed Type,7279,Mnage  Trois Silk Red Blend,750,13.5,California,USA,Trinchero Family Estates,Medium-bodied & Fruity,15.95,14,D - Dry,101.25,6.347962382,Blend,wine,4,-0.553844918,0.561226164,-0.310832259,25.39184953
Merlot/Cabernet Sauvignon/Cabernet Franc,White Wine,8529,Domaine de Michelet AOC Buzet,750,13.5,France,France,Les Vignerons De Buzet,,15.95,,,101.25,6.347962382,Merlot/Cabernet Sauvignon/Cabernet Franc,wine,,,0.561226164,,
Syrah/Grenache,Red Wine,9747,Fortant Grands Terroirs,750,13.5,Languedoc,France,Fortant De France,Medium-bodied & Fruity,15.95,2,XD - Extra Dry,101.25,6.347962382,Syrah/Grenache,wine,,,0.561226164,,
Blend - Other,Other / Mixed Type,9943,Arduini Luciano Butel,750,13.5,Italy,Italy,Arduini Luciano & C. Societa Agrico,Full-bodied & Smooth,15.95,,,101.25,6.347962382,Blend - Other,wine,,,0.561226164,,
Tempranillo Blend,Red Wine,10014,Cune Crianza,750,13.5,Rioja,Spain,Compa<f1><ed>a Vin<ed>cola del Norte de Espa<f1>a,Medium-bodied & Fruity,15.95,2,XD - Extra Dry,101.25,6.347962382,Tempranillo Blend,wine,,,0.561226164,,
Cabernet Sauvignon,White Wine,10395,Alamos Cabernet Sauvignon,750,13.5,Argentina,Argentina,Bodegas Esmeralda,Full-bodied & Smooth,15.95,5,XD - Extra Dry,101.25,6.347962382,Cabernet Sauvignon,wine,5,0.734543234,0.561226164,0.412244881,31.73981191
Tempranillo,Red Wine,10571,Hacienda Lpez de Haro Crianza,750,13.5,Rioja,Spain,Vintae,Medium-bodied & Fruity,15.95,4,XD - Extra Dry,101.25,6.347962382,Tempranillo,wine,5,0.734543234,0.561226164,0.412244881,31.73981191
White Blend,White Wine,10640,Harwood Estate Windward White VQA,750,13.5,Ontario,Canada,Harwood Estate Vineyards Inc.,Aromatic & Flavourful,15.95,9,D - Dry,101.25,6.347962382,White Blend,wine,,,0.561226164,,
Bordeaux,Red Wine,11569,Inniskillin Meritage,750,13.5,Ontario,Canada,"Arterra Wines Canada, Inc.",,15.95,,XD - Extra Dry,101.25,6.347962382,Bordeaux,wine,,,0.561226164,,
Alvarinho Blend,White Wine,11589,Muralhas de Mono Vinho Verde,750,13.5,Vinho Verde,Portugal,Adega De Moncao,Aromatic & Flavourful,15.95,2,XD - Extra Dry,101.25,6.347962382,Alvarinho Blend,wine,5,0.734543234,0.561226164,0.412244881,31.73981191
Sauvignon Blanc,White Wine,11746,Matetic Corralillo Sauvignon Blanc,750,13.5,San Antonio Valley,Chile,Matetic Vyd Agr Hac Conte,Aromatic & Flavourful,15.95,2,XD - Extra Dry,101.25,6.347962382,Sauvignon Blanc,wine,,,0.561226164,,
Merlot/Cabernet Sauvignon,White Wine,12543,Chteau de Ribebon,750,13.5,Bordeaux,France,"Alain Aubert, prop.",Medium-bodied & Fruity,15.95,4,XD - Extra Dry,101.25,6.347962382,Merlot/Cabernet Sauvignon,wine,,,0.561226164,,
Chardonnay,White Wine,13609,Alamos Chardonnay,750,13.5,Mendoza,Argentina,Catena,Full-bodied & Rich,15.95,2,XD - Extra Dry,101.25,6.347962382,Chardonnay,wine,,,0.561226164,,
Chardonnay,White Wine,14215,Le Bonheur Chardonnay,750,13.5,Western Cape,South Africa,Advini,Light & Crisp,15.95,2,XD - Extra Dry,101.25,6.347962382,Chardonnay,wine,5,0.734543234,0.561226164,0.412244881,31.73981191
Grenache/Tempranillo,Red Wine,14265,Ignacio Marn Barbacoa,750,13.5,"Cari<f1>ena, Spain","Cari<f1>ena, Spain",Bodegas Ignacio Marin S.L.,Medium-bodied & Fruity,15.95,4,XD - Extra Dry,101.25,6.347962382,Grenache/Tempranillo,wine,4,-0.553844918,0.561226164,-0.310832259,25.39184953
Malbec/Cabernet Sauvignon,White Wine,14801,Chteau le Gardera,750,13.5,Bordeaux,France,Sas Les Chais De Rions,Full-bodied & Firm,15.95,2,XD - Extra Dry,101.25,6.347962382,Malbec/Cabernet Sauvignon,wine,4,-0.553844918,0.561226164,-0.310832259,25.39184953
Red Blend,Red Wine,8738,Casal Cordeiro Red,750,14,"Tr<e1>s-os-Montes, Portugal","Tr<e1>s-os-Montes, Portugal",Carlos Manuel Moutinho Cordeiro,,16.55,,,105,6.344410876,Red Blend,wine,,,0.560017129,,
Blend,Other / Mixed Type,5470,Strewn Two Vines Riesling Gewrztraminer VQA,750,11.8,Ontario,Canada,Strewn Inc.,Aromatic & Flavourful,13.95,10,D - Dry,88.5,6.344086022,Blend,wine,3.8,-0.811522548,0.559906539,-0.454376782,24.10752688
Arinto Blend,Other / Mixed Type,13871,Pinho Real White,750,9.5,Vinho Verde,Portugal,Quinta Da Lixa,,11.25,,,71.25,6.333333333,Arinto Blend,wine,,,0.556246015,,
Sauvignon Blanc,White Wine,8015,Inurrieta Orchidea,750,13,Navarra,Spain,"Inurrieta, S.L.",,15.4,,,97.5,6.331168831,Sauvignon Blanc,wine,,,0.555509156,,
Shiraz/Cabernet,Red Wine,5725,Altoona Hills Cabernet/Shiraz KPM,750,13.5,Australia,Australia,Royal Wines,Full-bodied & Smooth,16,4,XD - Extra Dry,101.25,6.328125,Shiraz/Cabernet,wine,5,0.734543234,0.554472949,0.407284353,31.640625
Shiraz/Syrah,Red Wine,13994,The Magic Box Spectacular Shiraz,750,14,Australia,Australia,Casella Wines,Full-bodied & Smooth,16.6,6,D - Dry,105,6.325301205,Shiraz/Syrah,wine,4.3,-0.167328472,0.553511648,-0.092618258,27.19879518
White Blend,White Wine,11055,Rockway Vineyards Chardonnay/Riesling,750,12,Ontario,Canada,Rockway 88 Ltd O/A Rockway Vineyard,Light & Crisp,14.25,11,,90,6.315789474,White Blend,wine,,,0.550273581,,
Rose Wines,Rosé Wine,14596,Typic Rose,750,12,Languedoc,France,Bwine,Medium-bodied & Dry,14.25,5,XD - Extra Dry,90,6.315789474,Rose Wines,wine,,,0.550273581,,
Shiraz/Syrah,Red Wine,8137,Groenland Wines Shiraz Classic,750,14.5,South Africa,South Africa,J.H.J. Steenkamp - Groenland Wines,,17.25,,,108.75,6.304347826,Shiraz/Syrah,wine,,,0.546378515,,
Cabernet/Merlot,Red Wine,4656,Chteau des Charmes Cabernet Merlot VQA,375,12.6,Ontario,Canada,Chateau Des Charmes,Medium-bodied & Fruity,7.5,2,XD - Extra Dry,47.25,6.3,Cabernet/Merlot,wine,,,0.54489839,,
Flavoured Wine,Red Wine,10939,Arbor Mist Exotic Fruits White Zinfandel,750,6,USA,USA,Canandaigua Wine Company Inc.,Crisp & Berry Fruit,7.15,76,S - Sweet,45,6.293706294,Flavoured Wine,wine,3.5,-1.198038994,0.542755832,-0.650242651,22.02797203
Red Blend,Red Wine,8687,Vinhas da Comporta Red,750,14,"Set<fa>bal, Portugal","Set<fa>bal, Portugal","Cw - Comport Wines Unipessoal, Lda",,16.7,,,105,6.28742515,Red Blend,wine,,,0.54061755,,
Touriga Nacional Blend,Red Wine,8391,Alice Vieira de Sousa Reserve Red,750,14.2,Douro,Portugal,"Vieira De Sousa Vines + Wines, Lda",Full-bodied & Firm,16.95,2,XD - Extra Dry,106.5,6.283185841,Touriga Nacional Blend,wine,,,0.539174367,,
Cabernet Sauvignon,White Wine,11760,Zacharias Cabernet Sauvignon,750,14.2,Peloponnese,Greece,Oinotechniki Ltd,Full-bodied & Firm,16.95,4,XD - Extra Dry,106.5,6.283185841,Cabernet Sauvignon,wine,,,0.539174367,,
Pinot Noir,Red Wine,12391,Echeverria Gran Reserva Pinot Noir,750,14.2,Casablanca Valley,Chile,Vina Echeverria,Medium-bodied & Fruity,16.95,4,XD - Extra Dry,106.5,6.283185841,Pinot Noir,wine,5,0.734543234,0.539174367,0.396046884,31.41592921
Malbec,Red Wine,12888,Finca Sophenia Altosur Malbec,750,14.2,Mendoza,Argentina,Finca Sophenia,Full-bodied & Smooth,16.95,3,XD - Extra Dry,106.5,6.283185841,Malbec,wine,4,-0.553844918,0.539174367,-0.298618983,25.13274336
Pinot Grigio,White Wine,7333,Fitvine Pinot Grigio,750,13.4,California,USA,Fitvine Cellars,Light & Crisp,16,4,XD - Extra Dry,100.5,6.28125,Pinot Grigio,wine,,,0.538515351,,
Riesling,White Wine,4589,"Deinhard Green Label Riesling, Mosel",750,10,Germany,Germany,Deinhard & Co,Off-dry & Fruity,11.95,27,M - Medium,75,6.276150628,Riesling,wine,4,-0.553844918,0.536779379,-0.297292531,25.10460251
Riesling,White Wine,4603,Moselland Bernkasteler Kurfurstlay Riesling,750,10,Mosel,Germany,Moselland Eg,Off-dry & Fruity,11.95,31,M - Medium,75,6.276150628,Riesling,wine,4.5,0.090349158,0.536779379,0.048497565,28.24267783
White Blend,White Wine,10522,Burning Kiln Harvest Party White VQA,750,13.8,Ontario,Canada,Burning Kiln Winery Inc.,Aromatic & Flavourful,16.5,10,D - Dry,103.5,6.272727273,White Blend,wine,,,0.53561397,,
Pinot Grigio,White Wine,4645,Collavini Pinot Grigio,750,12.5,Veneto,Italy,Eugenio Collavini Viticoltori S.R.L,Light & Crisp,14.95,4,XD - Extra Dry,93.75,6.27090301,Pinot Grigio,wine,4.733333333,0.39097306,0.534992939,0.209167827,29.68227425
Chianti,Other / Mixed Type,4983,Fontella Chianti DOCG,750,12.5,Tuscany,Italy,Azienda Vinicola Girelli Spa,Medium-bodied & Fruity,14.95,2,XD - Extra Dry,93.75,6.27090301,Chianti,wine,4,-0.553844918,0.534992939,-0.29630312,25.08361204
Pinot Grigio,White Wine,5023,Henry Of Pelham Pinot Grigio VQA,750,12.5,Ontario,Canada,Henry Of Pelham Family Est. Winery,Light & Crisp,14.95,7,D - Dry,93.75,6.27090301,Pinot Grigio,wine,4.5,0.090349158,0.534992939,0.048336162,28.21906355
Pinot Grigio,White Wine,5155,Mezzacorona Pinot Grigio,750,12.5,Trentino,Italy,Nosio Spa,Light & Crisp,14.95,4,XD - Extra Dry,93.75,6.27090301,Pinot Grigio,wine,5,0.734543234,0.534992939,0.392975444,31.35451505
Pinot Grigio,White Wine,5206,Wayne Gretzky Pinot Grigio VQA,750,12.5,Ontario,Canada,No. 99 Wayne Gretzky Estates,Light & Crisp,14.95,7,D - Dry,93.75,6.27090301,Pinot Grigio,wine,5,0.734543234,0.534992939,0.392975444,31.35451505
Pinot Grigio,White Wine,5387,Sprucewood Shores Pinot Grigio VQA,750,12.5,Ontario,Canada,Sprucewood Shores Estate Winery,Light & Crisp,14.95,7,D - Dry,93.75,6.27090301,Pinot Grigio,wine,,,0.534992939,,
Sauvignon Blanc,White Wine,5403,Henry Of Pelham Sauvignon Blanc VQA,750,12.5,Ontario,Canada,Henry Of Pelham Family Est. Winery,Light & Crisp,14.95,8,D - Dry,93.75,6.27090301,Sauvignon Blanc,wine,5,0.734543234,0.534992939,0.392975444,31.35451505
Sauvignon Blanc,White Wine,5468,Les Jamelles Sauvignon Blanc Pays d'Oc,750,12.5,France,France,"Badet, Clement & Cie",Light & Crisp,14.95,2,XD - Extra Dry,93.75,6.27090301,Sauvignon Blanc,wine,4.5,0.090349158,0.534992939,0.048336162,28.21906355
Red Blend,Red Wine,5520,Unapologetically Sinful Red VQA,750,12.5,Ontario,Canada,Dark Horse Estate Winery,Medium-bodied & Fruity,14.95,12,D - Dry,93.75,6.27090301,Red Blend,wine,3,-1.84223307,0.534992939,-0.985581684,18.81270903
Pinot Grigio,White Wine,5661,Magnotta Pinot Grigio Venture Series VQA,750,12.5,Ontario,Canada,Magnotta Winery,Light & Crisp,14.95,7,XD - Extra Dry,93.75,6.27090301,Pinot Grigio,wine,5,0.734543234,0.534992939,0.392975444,31.35451505
Pinot Grigio,White Wine,5941,Pelee Island Lola Pinot Grigio VQA,750,12.5,Ontario,Canada,Pelee Island Vineyard Inc.,Light & Crisp,14.95,5,XD - Extra Dry,93.75,6.27090301,Pinot Grigio,wine,,,0.534992939,,
Sauvignon Blanc,White Wine,5964,Serenity by Lakeview Cellars Sauvignon Blanc VQA,750,12.5,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,Aromatic & Flavourful,14.95,7,D - Dry,93.75,6.27090301,Sauvignon Blanc,wine,,,0.534992939,,
White Blend,White Wine,6197,Sandbanks Route 33 White VQA,750,12.5,Ontario,Canada,"Arterra Wines Canada, Inc.",Aromatic & Flavourful,14.95,11,D - Dry,93.75,6.27090301,White Blend,wine,,,0.534992939,,
Red Blend,Red Wine,7315,Sandbanks Route 33 Red VQA,750,12.5,Ontario,Canada,"Arterra Wines Canada, Inc.",Medium-bodied & Fruity,14.95,9,D - Dry,93.75,6.27090301,Red Blend,wine,,,0.534992939,,
Sauvignon Blanc,White Wine,10599,Boya Sauvignon Blanc,750,12.5,Leyda Valley,Chile,Garc<e9>s Silva,Aromatic & Flavourful,14.95,2,XD - Extra Dry,93.75,6.27090301,Sauvignon Blanc,wine,5,0.734543234,0.534992939,0.392975444,31.35451505
Sauvignon Blanc,White Wine,10956,Sprucewood Shores Sauvignon Blanc VQA,750,12.5,Ontario,Canada,Sprucewood Shores Estate Winery,Aromatic & Flavourful,14.95,10,D - Dry,93.75,6.27090301,Sauvignon Blanc,wine,5,0.734543234,0.534992939,0.392975444,31.35451505
White Blend,White Wine,10965,D'Ont Poke The Bear White VQA,750,12.5,Ontario,Canada,Generations Wine Company Ltd.,Aromatic & Flavourful,14.95,17,D - Dry,93.75,6.27090301,White Blend,wine,,,0.534992939,,
Red Blend,Red Wine,12287,Team Canada Red VQA,750,12.5,Ontario,Canada,Pillitteri Estates,,14.95,9,D - Dry,93.75,6.27090301,Red Blend,wine,,,0.534992939,,
Rose Wines,Rosé Wine,12930,Whitecliff Ros,750,12.5,Hawke's Bay,New Zealand,Sacred Hill Wines Ltd,Medium-bodied & Dry,14.95,8,D - Dry,93.75,6.27090301,Rose Wines,wine,,,0.534992939,,
Malbec,Red Wine,14107,Chteau Comte Andr de Monpezat Cahors,750,12.5,Southwest,France,Advini,Medium-bodied & Fruity,14.95,4,XD - Extra Dry,93.75,6.27090301,Malbec,wine,,,0.534992939,,
Grenache/Syrah,Red Wine,14277,Louis Bernard Ctes du Rhone Ros,750,12.5,"Rh<f4>ne, France","Rh<f4>ne, France",Louis Bernard,Easygoing & Fruity,14.95,2,XD - Extra Dry,93.75,6.27090301,Grenache/Syrah,wine,,,0.534992939,,
